Tweets,ID,Date,Source,Likes,RTs
White House news conference today at 5:45 P.M. Eastern. Thank you!,https://twitter.com/realDonaldTrump/status/1250172326920040449,2020-04-14 21:21:24,Twitter for iPhone,40256,8549
