timestamp,tweet_text,username,all_hashtags,followers_count
2020-03-26 03:36:34,"b'WATCH:    Based on available evidence, children are also at higher risk for #coronavirus   Video From #iran  &amp; other countries shows children are also dying from #COVID\xe3\x83\xbc19 #virus .   #BREAKING #school #covid19australia #CoronavirusLockdown #corona #virus #italy #italia #FRANCE https://t.co/3kEIIBrdpA'",b'kurdistannews24',"['coronavirus', 'iran', 'COVIDー19', 'virus', 'BREAKING', 'school', 'covid19australia', 'CoronavirusLockdown', 'corona', 'virus', 'italy', 'italia', 'FRANCE']",13115
2020-03-26 02:35:00,b'Beautiful sunset in Greece! Travel #COVID #TRAVEL #COVID19 #travelfabrics #China #travelle #wuhan #travelsocialclub #\xe5\x86\xa0\xe7\x8a\xb6\xe7\x97\x85\xe6\xaf\x92 #travelmasti #coronavirus #travelgermany #CoronavirusOutbreak #travellersquere #coronaviruschina #italia #italy #italie #italien',b'julycio',"['COVID', 'TRAVEL', 'COVID19', 'travelfabrics', 'China', 'travelle', 'wuhan', 'travelsocialclub', '冠状病毒', 'travelmasti', 'coronavirus', 'travelgermany', 'CoronavirusOutbreak', 'travellersquere', 'coronaviruschina', 'italia', 'italy', 'italie', 'italien']",4
2020-03-26 02:33:34,b'Lake Brienz Switzerland Travel #COVID19 #travelfabrics #China #travelle #wuhan #travelsocialclub #\xe5\x86\xa0\xe7\x8a\xb6\xe7\x97\x85\xe6\xaf\x92 #travelmasti #coronavirus #travelgermany #CoronavirusOutbreak #travellersquere #coronaviruschina #italia #italy #italie #italien #CoronaInfoCH #coronavirusEspana',b'julycio',"['COVID19', 'travelfabrics', 'China', 'travelle', 'wuhan', 'travelsocialclub', '冠状病毒', 'travelmasti', 'coronavirus', 'travelgermany', 'CoronavirusOutbreak', 'travellersquere', 'coronaviruschina', 'italia', 'italy', 'italie', 'italien', 'CoronaInfoCH', 'coronavirusEspana']",4
2020-03-26 02:31:30,b'Switzerland Travel #COVID #TRAVEL #COVID19 #travelfabrics #italy #travelle #CoronavirusPandemic #travelsocialclub #covid19italy #travelmasti #coronavirus #travelgermany #CoronavirusOutbreak #travellersquere #coronaviruschina #italia #italy #italie #italien',b'julycio',"['COVID', 'TRAVEL', 'COVID19', 'travelfabrics', 'italy', 'travelle', 'CoronavirusPandemic', 'travelsocialclub', 'covid19italy', 'travelmasti', 'coronavirus', 'travelgermany', 'CoronavirusOutbreak', 'travellersquere', 'coronaviruschina', 'italia', 'italy', 'italie', 'italien']",4
2020-03-26 02:28:12,"b'2/  Based on available evidence, children are also at higher risk for #coronavirus  Video From iran  shows #children are not safe from COVID-19   #BREAKING #school #covid19australia #CoronavirusLockdown #corona #virus #italy #italia #FRANCE  #america  #WHO @WHO #COVID2019   #NEWS https://t.co/IK3UWqmFVQ'",b'kurdistannews24',"['coronavirus', 'children', 'BREAKING', 'school', 'covid19australia', 'CoronavirusLockdown', 'corona', 'virus', 'italy', 'italia', 'FRANCE', 'america', 'WHO', 'COVID2019', 'NEWS']",13115
2020-03-26 02:19:52,"b'WATCH: Video shows #children are not safe from COVID-19   Based on available evidence, children are also at higher risk for #coronavirus    Please stay at home\xf0\x9f\x8c\xbb  #BREAKING #school #covid19australia #CoronavirusLockdown #corona #virus #italy #italia #FRANCE  #america  #Australia https://t.co/mCwQIBkK4c'",b'kurdistannews24',"['children', 'coronavirus', 'BREAKING', 'school', 'covid19australia', 'CoronavirusLockdown', 'corona', 'virus', 'italy', 'italia', 'FRANCE', 'america', 'Australia']",13115
2020-03-26 02:16:40,b'The #MTA says crews will now clean #subway stations twice per day because of the #coronavirusoutbreak Are you using subways #COVID #COVID19 #italia #CoronavirusPandemic #CoronaInfoCH #coronavirus #coronaviruschina #CoronaVirusItaly #CoronaVirusIran #CoronavirusPandemic',b'julycio',"['MTA', 'subway', 'coronavirusoutbreak', 'COVID', 'COVID19', 'italia', 'CoronavirusPandemic', 'CoronaInfoCH', 'coronavirus', 'coronaviruschina', 'CoronaVirusItaly', 'CoronaVirusIran', 'CoronavirusPandemic']",4
2020-03-26 02:13:44,"b'Air balloons in Cappadocia, Turkey #COVID #TRAVEL #COVID19 #travelfabrics #China #travelle #wuhan #travelsocialclub #\xe5\x86\xa0\xe7\x8a\xb6\xe7\x97\x85\xe6\xaf\x92 #travelmasti #coronavirus #travelgermany #CoronavirusOutbreak #travellersquere #coronaviruschina #italia #italy #italie #italien'",b'julycio',"['COVID', 'TRAVEL', 'COVID19', 'travelfabrics', 'China', 'travelle', 'wuhan', 'travelsocialclub', '冠状病毒', 'travelmasti', 'coronavirus', 'travelgermany', 'CoronavirusOutbreak', 'travellersquere', 'coronaviruschina', 'italia', 'italy', 'italie', 'italien']",4
2020-03-26 01:36:17,"b'Aqua Dome, Austria TRAVEL via: mariefeandjakesnow #COVID #TRAVEL #COVID19 #travelfabrics #italy #travelle #CoronavirusPandemic #travelsocialclub #covid19italy #travelmasti #coronavirus #travelgermany #CoronavirusOutbreak #travellersquere #coronaviruschina #italia #italy #italie'",b'foerster_marie',"['COVID', 'TRAVEL', 'COVID19', 'travelfabrics', 'italy', 'travelle', 'CoronavirusPandemic', 'travelsocialclub', 'covid19italy', 'travelmasti', 'coronavirus', 'travelgermany', 'CoronavirusOutbreak', 'travellersquere', 'coronaviruschina', 'italia', 'italy', 'italie']",17
2020-03-26 00:50:36,b'Italians showing their positive spirits during this difficult lockdown period  via: ill_fato &amp; alberto_anguzza #COVID #COVID19 #italia #italy #CoronaInfoCH #coronavirus #CoronavirusOutbreak #coronaviruschina #CoronaVirusItaly #CoronaVirusIran #CoronavirusPandemic',b'foerster_marie',"['COVID', 'COVID19', 'italia', 'italy', 'CoronaInfoCH', 'coronavirus', 'CoronavirusOutbreak', 'coronaviruschina', 'CoronaVirusItaly', 'CoronaVirusIran', 'CoronavirusPandemic']",17
2020-03-26 00:41:36,"b""I used to live in Italy.  These pic are my fav country town of Italy. I luv yr country with such a beautiful sight lol  Don't lose to the coronavirus.  From Japan with LOVE  #Italia #COVID19 #COVID2019 #coronavirus #21daylockdown https://t.co/xCFOhfldz1""",b'haru_kasu_chan',"['Italia', 'COVID19', 'COVID2019', 'coronavirus', '21daylockdown']",642
2020-03-26 00:27:55,"b'mmm... too soon to celebrate or we just take the good news as they come because it is a good way to stay sane, after all? #italy #italia #coronavirus https://t.co/bg1Uov4A7D'",b'Maurizio',"['italy', 'italia', 'coronavirus']",22522
2020-03-25 23:51:03,b'Fifteen years ago. Amazing Nostalgic moments. https://t.co/lrcq2Xa6DC  #inter #intersampdoria #calcio #ForzaInter #StayHome #stayathome #football #soccer #greatestcomeback #recoba #Internazionale #nerazurri #COVID19 #coronavirus #memories #Greatmoments #nostalgia #italia #milano',b'Ardalan_Ahmad',"['inter', 'intersampdoria', 'calcio', 'ForzaInter', 'StayHome', 'stayathome', 'football', 'soccer', 'greatestcomeback', 'recoba', 'Internazionale', 'nerazurri', 'COVID19', 'coronavirus', 'memories', 'Greatmoments', 'nostalgia', 'italia', 'milano']",779
2020-03-25 23:37:11,"b""#Milan residents disappointed with 'missing' EU aid, thankful to #China and #Russia ,  #coronavirus #Italy #Italia #COVID19au #CoronaVirusitaly https://t.co/1IwT2on6B5""",b'5NewsAustralia',"['Milan', 'China', 'Russia', 'coronavirus', 'Italy', 'Italia', 'COVID19au', 'CoronaVirusitaly']",492
2020-03-25 23:32:34,b'#COVID19 | #Russian experts head to #Bergamo to help #Italy battle coronavirus. #Russia #Italy #Italia #coronavirus #COVID\xe3\x83\xbc19 #CODVID19italia https://t.co/UFYTHijIhd https://t.co/HXKWol5grr',b'PerthWAustralia',"['COVID19', 'Russian', 'Bergamo', 'Italy', 'Russia', 'Italy', 'Italia', 'coronavirus', 'COVIDー19', 'CODVID19italia']",3544
2020-03-25 23:22:42,b'#COVID19 | Russian experts head to Bergamo to help #Italy battle coronavirus. #Russia #Italy #Italia #coronavirus #COVID\xe3\x83\xbc19 #CODVID19italia https://t.co/l7vF9gg1q9',b'5NewsAustralia',"['COVID19', 'Italy', 'Russia', 'Italy', 'Italia', 'coronavirus', 'COVIDー19', 'CODVID19italia']",492
2020-03-25 23:08:25,b'#ItalyCoronavirus #Italy #Italia #CoronaVirusUpdate #coronavirus #Covid19 god bless italy \xf0\x9f\x87\xae\xf0\x9f\x87\xb9  \xe2\x99\xa5\xef\xb8\x8f\xf0\x9f\x87\xae\xf0\x9f\x87\xb9\xe2\x99\xa5\xef\xb8\x8f https://t.co/pFkGvBJhsY',b'ramzirihani',"['ItalyCoronavirus', 'Italy', 'Italia', 'CoronaVirusUpdate', 'coronavirus', 'Covid19']",45238
2020-03-25 23:08:25,b'Thanks @DrTedros for labeling us as \xe2\x80\x9cheroes\xe2\x80\x9d #Italia #coronavirus @WHO @UN https://t.co/6JgPQEHENM',b'kingkong_child',"['Italia', 'coronavirus']",101
2020-03-25 23:06:44,"b'7503 - Italy, our prayers are with you  #COVID2019 #21daylockdown #Covid19Out #coronavirus #StayHomeSaveLives #LetsFightCovid19 #lockdown #ItalyCoronavirus #Italia #italystaystrong #artwork #ArtistOnTwitter #digitalart https://t.co/33Eszg0fKW'",b'MayudiP',"['COVID2019', '21daylockdown', 'Covid19Out', 'coronavirus', 'StayHomeSaveLives', 'LetsFightCovid19', 'lockdown', 'ItalyCoronavirus', 'Italia', 'italystaystrong', 'artwork', 'ArtistOnTwitter', 'digitalart']",58
2020-03-25 22:56:15,"b""God Bless #italy  Dio benedica l'Italia  \xe2\x81\xa6#CoronaVirusUpdates\xe2\x81\xa9 \xe2\x81\xa6#CoronaVirus\xe2\x81\xa9 \xe2\x81\xa6#Jordan\xe2\x81\xa9 \xe2\x81\xa6#COVID\xe3\x83\xbc19\xe2\x81\xa9 \xe2\x81\xa6#Corona\xe2\x81\xa9 #italia #CORONAV\xc3\x8dRUS https://t.co/3RE49TUwsn""",b'ramzirihani',"['italy', 'CoronaVirusUpdates', 'CoronaVirus', 'Jordan', 'COVIDー19', 'Corona', 'italia', 'CORONAVÍRUS']",45238
2020-03-25 22:45:48,b'#Coronavirus #COVID19 Global Cases @JHUSystems 3/25/2020 11:02:58 PM \xc2\xbb https://t.co/Y7QRpPWIXx  Novel Coronavirus COVID-19 @UW HGIS Lab 2020-03-25 13:33:30 PST \xc2\xbb https://t.co/kcWnH4RCGv    COVID-19 #Italia - @DPCgov Ultimo aggiornamento 25/03/2020 17:00 \xc2\xbb https://t.co/EVoHhVtN4u https://t.co/V30IDkHvuW',b'MedicalScitech',"['Coronavirus', 'COVID19', 'Italia']",132
2020-03-25 22:43:35,b'Italy Lockdown  #coronavirus #CoronavirusLockdown #coronavirusindia #COVID2019 #Covid19SA #COVID\xe3\x83\xbc19 #COVID19outbreak #Covid_19india #COVID2019 #COVID19 #californialockdown #Italia #Italy #Germany #Iran #lockdown #China #WuhanVirus #CoronaVirusChallenge #COVIDIOTS https://t.co/NiL3F4MW1o',b'Gatsby78089407',"['coronavirus', 'CoronavirusLockdown', 'coronavirusindia', 'COVID2019', 'Covid19SA', 'COVIDー19', 'COVID19outbreak', 'Covid_19india', 'COVID2019', 'COVID19', 'californialockdown', 'Italia', 'Italy', 'Germany', 'Iran', 'lockdown', 'China', 'WuhanVirus', 'CoronaVirusChallenge', 'COVIDIOTS']",0
2020-03-25 22:25:54,"b'We hear the news, it\'s on our minds. To bring some brightness in people\'s lives &amp; for the Victims of #COVID2019, I\'ve started with doing ""Moments"" as my bid to put focus on this disaster, but in a worthiness way. #Italy\'s \xf0\x9f\x87\xae\xf0\x9f\x87\xb9 first out! #Italia #coronavirus https://t.co/TNv754Qfag https://t.co/LlcMd92N01'",b'Salckin',"['COVID2019', 'Italy', 'Italia', 'coronavirus']",86
2020-03-25 22:18:44,"b'#USA  #Italia  #ChinaLiedPeopleDied  #ChinaAssumaTeuVirus  #ChineseVirus  #coronavirus  #IndiaFightsCorona   \xe2\x99\xa6\xef\xb8\x8f158 Million Americans Told to Stay Home,\xe2\x99\xa6\xef\xb8\x8f'",b'sk_columbus',"['USA', 'Italia', 'ChinaLiedPeopleDied', 'ChinaAssumaTeuVirus', 'ChineseVirus', 'coronavirus', 'IndiaFightsCorona']",817
