,Datetime,Tweet Id,Text
0,2020-03-30 14:54:24,1244639115255132162,"🧽 SANITIZACIÓN DE CALLE CLAUDIO ARRAU: Nuestro equipo de Medio Ambiente, en conjunto con la Cámara de Comercio de #ElBosque, realizaron la sanitización del eje comercial Claudio Arrau. Estamos trabajando para prevenir el avance del Covid-19 ¡El Bosque te cuida! #QuedateEnCasa 🏠 https://t.co/1Z2srfRk2J"
1,2020-03-28 10:35:55,1243849293792006149,"Ojalá que después de esta terrible pandemia, la población mundial reflexione sobre la importancia de cuidar el medio ambiente https://t.co/3MovMW2XwI"
2,2020-03-26 18:11:52,1243239259160657921,"RT @Muni_LaCisterna: Nuestra Dirección de Medio Ambiente, Aseo y Ornato ha llevado a cabo el Plan de Sanitización en #LaCisterna para preve…"
3,2020-03-26 12:34:16,1243154299523411968,"RT @Muni_LaCisterna: Nuestra Dirección de Medio Ambiente, Aseo y Ornato ha llevado a cabo el Plan de Sanitización en #LaCisterna para preve…"
4,2020-03-26 12:06:47,1243147385469046784,"RT @Muni_LaCisterna: Nuestra Dirección de Medio Ambiente, Aseo y Ornato ha llevado a cabo el Plan de Sanitización en #LaCisterna para preve…"
5,2020-03-26 12:02:54,1243146408124919809,"Nuestra Dirección de Medio Ambiente, Aseo y Ornato ha llevado a cabo el Plan de Sanitización en #LaCisterna para prevenir el contagio del #coronavirus.
Recuerda #QuédateEnCasa y si debes salir, que sea para trámites impostergables. https://t.co/lSUDT85CiI"
6,2020-03-26 01:35:49,1242988595155255296,"@Cata_afr @painepurochile Deme un número telefónico por DM, para que la llamen de la oficina de medio ambiente, por favor"
7,2020-03-26 00:35:56,1242973527025876992,"@Cata_afr @painepurochile La oficina de medio ambiente no está atendiendo. Dame tus datos por DM, para que pueda hacerte un enlace"
8,2020-03-25 20:04:54,1242905317756661760,"RT @Muni_LaCisterna: Hoy nuestra Dirección de Medio Ambiente, Aseo y Ornato realizó la Sanitización de: 
Plaza Famae
Plaza Cancha El Toqui…"
9,2020-03-25 11:34:17,1242776816403824640,"RT @Muni_LaCisterna: Hoy nuestra Dirección de Medio Ambiente, Aseo y Ornato realizó la Sanitización de: 
Plaza Famae
Plaza Cancha El Toqui…"
10,2020-03-25 11:09:52,1242770673258332167,"RT @Muni_LaCisterna: Hoy nuestra Dirección de Medio Ambiente, Aseo y Ornato realizó la Sanitización de: 
Plaza Famae
Plaza Cancha El Toqui…"
11,2020-03-25 10:45:51,1242764627546714112,"RT @Muni_LaCisterna: Hoy nuestra Dirección de Medio Ambiente, Aseo y Ornato realizó la Sanitización de: 
Plaza Famae
Plaza Cancha El Toqui…"
12,2020-03-25 01:51:55,1242630258190401536,"Hoy nuestra Dirección de Medio Ambiente, Aseo y Ornato realizó la Sanitización de: 
Plaza Famae
Plaza Cancha El Toqui
Salida Metro Lo Ovalle 
Salida Metro El Parrón 
Lo Ovalle con J.J.Prieto 
Goycolea
Trinidad Ramirez 
Paradero 24 de Gran Avenida. 
[1/2] https://t.co/sSweO82iv7"
13,2020-03-24 03:11:48,1242287975620362240,"RT @Muni_LaCisterna: Nuestra Dirección de Medio Ambiente, Aseo y Ornato (@DIMAOLaCisterna) continúa realizando la salinización y limpieza d…"
14,2020-03-24 00:04:34,1242240854367993856,"#COVID_19 
Supervivencia en el medio ambiente. https://t.co/ZTXubXBNo2"
15,2020-03-23 16:16:25,1242123041745838081,"RT @Muni_LaCisterna: Nuestra Dirección de Medio Ambiente, Aseo y Ornato (@DIMAOLaCisterna) continúa realizando la salinización y limpieza d…"
16,2020-03-23 11:51:42,1242056425406414849,"RT @Muni_LaCisterna: Nuestra Dirección de Medio Ambiente, Aseo y Ornato (@DIMAOLaCisterna) continúa realizando la salinización y limpieza d…"
