timestamp,tweet_text,username,all_hashtags,followers_count
2020-03-25 17:15:18,b'\xe2\x9d\x84 Winter is my favorite season \xe2\x9d\x84  #cosplay #cosplayer #cosplaygirl #cosplaybabe #cosbabe #dc #dcuniverse #dccomics #mrfreeze #genderbend #femmefreeze #chill #idowhatiwant #batman #winter #cold #blue #wintermakeup #glow #positivevibes #nerfgun #love #wednesday #curvy #thicc https://t.co/ttqTRZeF3V',b'ScarletKnightCo',"['cosplay', 'cosplayer', 'cosplaygirl', 'cosplaybabe', 'cosbabe', 'dc', 'dcuniverse', 'dccomics', 'mrfreeze', 'genderbend', 'femmefreeze', 'chill', 'idowhatiwant', 'batman', 'winter', 'cold', 'blue', 'wintermakeup', 'glow', 'positivevibes', 'nerfgun', 'love', 'wednesday', 'curvy', 'thicc']",330
2020-03-25 17:10:08,b'Trying to get out of this quarantine like... Mera! #dccomics #mera #ArtCommission https://t.co/54sQNBdxzi',b'carlotazanahori',"['dccomics', 'mera', 'ArtCommission']",1283
2020-03-25 17:08:56,"b'Knowhere, the ToyWiz Comic Club Newsletter #138 - https://t.co/LVmrbU2L7U #ToyWiz #ToyWizStore #comics #comicbooks #marvelcomics #dccomics #indiecomics'",b'ToyWizStore',"['ToyWiz', 'ToyWizStore', 'comics', 'comicbooks', 'marvelcomics', 'dccomics', 'indiecomics']",111
2020-03-25 17:08:39,b'#Batman Chest Plates \xf0\x9f\xa6\x87  . #DC #DCUniverse #DCComics #DCEntertainment #DCFilms #DCExtendedUniverse #DCEU #TheBatman #BruceWayne #BenAffleck #JusticeLeague #LigadelaJusticia #WarnerBros #Warner #WarnerBrosPictures #warnerbrosentertainment #ReleaseTheSnyderCut https://t.co/5i9VQiTxzX',b'alessstation',"['Batman', 'DC', 'DCUniverse', 'DCComics', 'DCEntertainment', 'DCFilms', 'DCExtendedUniverse', 'DCEU', 'TheBatman', 'BruceWayne', 'BenAffleck', 'JusticeLeague', 'LigadelaJusticia', 'WarnerBros', 'Warner', 'WarnerBrosPictures', 'warnerbrosentertainment', 'ReleaseTheSnyderCut']",86
2020-03-25 17:05:50,b'arielolivetti with an amazing #captainamerica for Stay at Home Con 2020! #anime #art #arts #artist #commission #sketch #artsy #artistsoninstagram #artwork #batman #bestoftheday #comic #comics #dccomics #disney #draw\xe2\x80\xa6 https://t.co/GEnwpoizNF',b'ComicConSketch',"['captainamerica', 'anime', 'art', 'arts', 'artist', 'commission', 'sketch', 'artsy', 'artistsoninstagram', 'artwork', 'batman', 'bestoftheday', 'comic', 'comics', 'dccomics', 'disney', 'draw']",1093
2020-03-25 17:05:31,b'For the remainder of the month all followers will get half price shipping on any purchases. Additional discounts for purchases over $50!  #eBay #eBaySeller #dccomics #MARVEL #marvelcomics #Avengers #batman #Superman #MsMarvel   https://t.co/WREgTrDCid',b'zela0201comics',"['eBay', 'eBaySeller', 'dccomics', 'MARVEL', 'marvelcomics', 'Avengers', 'batman', 'Superman', 'MsMarvel']",51
2020-03-25 17:04:50,b'@freddieart does an awesome #spiderman #commission #sketch from 2011! #anime #art #arts #artist #artsy #artistsoninstagram #artwork #batman #bestoftheday #comic #comics #dccomics #disney #draw #drawing #drawings\xe2\x80\xa6 https://t.co/ZplDEdCZfN',b'ComicConSketch',"['spiderman', 'commission', 'sketch', 'anime', 'art', 'arts', 'artist', 'artsy', 'artistsoninstagram', 'artwork', 'batman', 'bestoftheday', 'comic', 'comics', 'dccomics', 'disney', 'draw', 'drawing', 'drawings']",1093
2020-03-25 17:04:16,b'@freddieart does an awesome #hawkman #commission #sketch from 2012! #anime #art #arts #artist #artsy #artistsoninstagram #artwork #batman #bestoftheday #comic #comics #dccomics #disney #draw #drawing #drawings\xe2\x80\xa6 https://t.co/Jiz48P3PEd',b'ComicConSketch',"['hawkman', 'commission', 'sketch', 'anime', 'art', 'arts', 'artist', 'artsy', 'artistsoninstagram', 'artwork', 'batman', 'bestoftheday', 'comic', 'comics', 'dccomics', 'disney', 'draw', 'drawing', 'drawings']",1093
2020-03-25 17:01:58,b'Some thoughts about Batgirl #45 https://t.co/YdkZcKXT13 #Batgirl #Batman #NCBD #NewComicsDay #DCComics #Comics',b'ComicObsessed',"['Batgirl', 'Batman', 'NCBD', 'NewComicsDay', 'DCComics', 'Comics']",188
2020-03-25 17:00:54,b'Got my last batch of #comics for the foreseeable future. #DCComics #comicbooks  Action Comics #1021 Strange Adventures #1 Far Sector #5 Dollhouse Family #5 Jimmy Olsen #9 Lois Lane #9 Young Justice #14 Green Lantern 2 #2 Superman #21 Legion of Superheroes #5 https://t.co/l1oAM7OGP1',b'tauycreek',"['comics', 'DCComics', 'comicbooks']",158
