,Datetime,Tweet Id,Text
33,2020-03-29 22:35:35,1244392791448436736,"https://t.co/SausRi7BGI AN INNOCENT USA CITIZEN WAS ATTACKED + USED BY TRUMP/PUTIN/RUSSIA for:
*Money Laundering
*2… https://t.co/UhGnYyxwtv"
34,2020-03-29 22:32:30,1244392013946138626,"https://t.co/wGDRlC68ej  AN INNOCENT USA CITIZEN WAS ATTACKED + USED BY TRUMP/PUTIN/RUSSIA for:
*Money Laundering
*… https://t.co/zWQceUcLHo"
35,2020-03-29 22:32:12,1244391936728981506,"https://t.co/USFACPpjk2 AN INNOCENT USA CITIZEN WAS ATTACKED + USED BY TRUMP/PUTIN/RUSSIA for:
*Money Laundering
*2… https://t.co/FvC8lz91Te"
36,2020-03-29 22:30:33,1244391521329336321,"https://t.co/PlIBgQeUu7 AN INNOCENT USA CITIZEN WAS ATTACKED + USED BY TRUMP/PUTIN/RUSSIA for:
*Money Laundering
*2… https://t.co/0BGwcYNyGl"
37,2020-03-29 22:23:26,1244389731460214784,"RT @Seathanaich: @ShaunnaPsyched The difference is that Canada is a functional constitutional monarchy, while the USA is a dystopian plutoc…"
38,2020-03-29 21:58:23,1244383427048194048,RT @ken_grinder: This next Election in 2020.  I WILL NOT be voting against the Democratic Candidate!!!  I WILL BE VOTING AGAINST THE DEMOCR…
39,2020-03-29 21:17:27,1244373127695601664,"RT @BrandonStraka: @HillaryClinton You are such garbage &amp; I fell for all your crap. Even w 90+% of media doing your bidding, rigged debates…"
40,2020-03-29 21:09:00,1244370998960537601,@PolitiBunny how to hell would letting people die give anyone an advantage in an election? good thing the per capit… https://t.co/wCOEnNWO2n
41,2020-03-29 21:01:08,1244369022902243329,"@chigrl I agree 100%. War 2020 in Iran, before USA election."
42,2020-03-29 20:24:09,1244359713338212352,March political cartoons from the USA TODAY Network https://t.co/lZLgu0wCXX via @usatoday
43,2020-03-29 20:06:40,1244355315187023873,"RT @BlogWood: Shot: 3/16 - In Florida retirement hub, more worry about stock market collapse than getting sick from coronavirus 
https://t.…"
44,2020-03-29 20:04:36,1244354792173993986,"Far right extremists are mollified by the election of a far right government. Go figure. 

https://t.co/pbqRWOA7ne"
45,2020-03-29 20:01:33,1244354027565002753,RT @SandDollar04: @PressSec @realDonaldTrump Donald Trump is not keeping any of his promises. He is not fighting for every American - he is…
46,2020-03-29 19:44:48,1244349811048026115,"We must keep current the lists of Trump and Trump Administrations lies and failures to inform the American people,… https://t.co/IVOu0KXIVf"
47,2020-03-29 19:43:55,1244349587042766851,@JoyceWhiteVance We must keep current the lists of Trump and Trump Administrations lies and failures to inform the… https://t.co/tojYhCJ5Tl
48,2020-03-29 19:32:36,1244346739449925632,March political cartoons from the USA TODAY Network https://t.co/KYYRZIgORs via @usatoday
49,2020-03-29 19:29:05,1244345854284234752,"There are several parties which identify themselves with the Conservative movement in the USA:
(1) Constitution Par… https://t.co/L085ZYHsND"
50,2020-03-29 18:53:07,1244336805031354368,"RT @Pete_D_Finn: Primary Primers: In this election, the Democrats are facing an uphill battle to reclaim patriotism for the left https://t.…"
51,2020-03-29 18:25:13,1244329781849718784,"RT @ZubyMusic: Imagine if @realDonaldTrump identified as a woman, won the 2020 election, and simultaneously became the USA's first woman pr…"
52,2020-03-29 18:21:35,1244328870049976320,"@POTUS -this is something our nation does not need at this time! @realDonaldTrump ,how is this not clear insurrecti… https://t.co/vlEl7iz4uF"
53,2020-03-29 18:18:58,1244328208641789952,@PressSec @realDonaldTrump Donald Trump is not keeping any of his promises. He is not fighting for every American -… https://t.co/KTvK3CoHno
54,2020-03-29 18:12:31,1244326585802653703,March political cartoons from the USA TODAY Network https://t.co/uXHqjDnCIV via @usatoday
55,2020-03-29 17:58:12,1244322984191459330,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
56,2020-03-29 17:52:04,1244321442151280641,"RT @mortgageconsult: USA TODAY: March political cartoons from the USA TODAY Network

https://t.co/PJrRjyCn5Y"
57,2020-03-29 17:13:28,1244311727849816066,"RT @OddsShark: Updated odds to win the 2020 US Presidential Election:

Trump -115
Biden +130
Cuomo +2200
Sanders +3000

https://t.co/lKl4mM…"
58,2020-03-29 17:03:17,1244309165419479050,"RT @usmade1001: Muslim man seeks re-election to the Iowa HOR.
Abdul-Samad will face Calvetta Williams in the Democratic primary election on…"
59,2020-03-29 17:01:23,1244308686304133120,@peterritchie @tedneward Good article in the Free Press via USA Today about this: https://t.co/UY31doCMqd
60,2020-03-29 16:47:52,1244305282257375232,@KJulius10 https://t.co/hD259hYZxq
61,2020-03-29 16:34:48,1244301997014011904,"@DonaldJTrumpJr And you know your daddy priortized his re election over the the deaths of American, right?… https://t.co/ijunerwta9"
62,2020-03-29 16:23:49,1244299231336095744,Have we ever seen any country's election where current PM/President after loosing epections retains and not leave h… https://t.co/gOXAX4lyMi
63,2020-03-29 15:52:25,1244291331108802560,RT @jefffleischer: You can easily #registertovote online at https://t.co/pPTCRXsM4P. The past few weeks have unfortunately shown everyone h…
64,2020-03-29 15:52:09,1244291262955638787,"RT @gaye_gallops: SLIMY DEMONIC SOROS!

Soros Bankrolls DEM Coronavirus Attack Ads https://t.co/FcdoNF8dJi 

He gave $3M to Super PAC ‘Prio…"
65,2020-03-29 15:42:01,1244288714190336007,You can easily #registertovote online at https://t.co/pPTCRXsM4P. The past few weeks have unfortunately shown every… https://t.co/BRs5IT4uDh
66,2020-03-29 15:04:27,1244279258853367809,"RT @evertonfc2: Were we merely a test run for USA 2020?
 #PostalVotes #IDOX #bbcqt 
Why a Shadowy Tech Firm With Ties to Israeli Intelligen…"
67,2020-03-29 15:02:24,1244278744279166976,@mtracey @jeremyscahill I teleported to November. Trump had already cancelled the 2020 election. USA was a mix betw… https://t.co/jQZ57b80Zz
68,2020-03-29 14:31:16,1244270908187062272,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
69,2020-03-29 14:26:27,1244269694137360384,RT @langdaleca: 2020 is a massively critical election. Democrats must be completely destroyed. They are a clear and present danger to not o…
70,2020-03-29 14:19:09,1244267857120071688,"be like lake!

when does your state vote? https://t.co/x6sRD7I7Jv

how to register: https://t.co/FKwgyZ1jH8

learn… https://t.co/YJSzVtvvaD"
71,2020-03-29 14:14:46,1244266755851051012,RT @MTaylorCanfield: #BreakingNews Gov #JayInlsee (#Dem) says Washington State will hold mail-in special elections next month. #Republican…
72,2020-03-29 14:10:17,1244265626618793985,"RT @gaye_gallops: SLIMY DEMONIC SOROS!

Soros Bankrolls DEM Coronavirus Attack Ads https://t.co/FcdoNF8dJi 

He gave $3M to Super PAC ‘Prio…"
73,2020-03-29 14:07:28,1244264918020472833,@brett_mcgurk DJT has no intention of doing what's right for the USA.  We  know why.  Now what?  Just wait till we… https://t.co/1CAI4UeUGu
74,2020-03-29 14:05:55,1244264529216716800,"be like daisy!

when does your state vote? https://t.co/x6sRD7I7Jv

how to register: https://t.co/FKwgyZ1jH8

learn… https://t.co/5juzGXgM8u"
75,2020-03-29 14:05:51,1244264511873224705,"be like maya!

when does your state vote? https://t.co/x6sRD7I7Jv

how to register: https://t.co/FKwgyZ1jH8

learn… https://t.co/o5Y6tzZHkz"
76,2020-03-29 14:05:43,1244264476204863488,"be like simon!

when does your state vote? https://t.co/x6sRD7I7Jv

how to register: https://t.co/FKwgyZ1jH8

learn… https://t.co/npsN3EuDqO"
77,2020-03-29 13:57:18,1244262361302740995,"RT @gaye_gallops: SLIMY DEMONIC SOROS!

Soros Bankrolls DEM Coronavirus Attack Ads https://t.co/FcdoNF8dJi 

He gave $3M to Super PAC ‘Prio…"
78,2020-03-29 13:56:17,1244262103432728577,"RT @gaye_gallops: SLIMY DEMONIC SOROS!

Soros Bankrolls DEM Coronavirus Attack Ads https://t.co/FcdoNF8dJi 

He gave $3M to Super PAC ‘Prio…"
79,2020-03-29 13:54:50,1244261738419310592,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
80,2020-03-29 13:51:06,1244260800119934976,"RT @gaye_gallops: SLIMY DEMONIC SOROS!

Soros Bankrolls DEM Coronavirus Attack Ads https://t.co/FcdoNF8dJi 

He gave $3M to Super PAC ‘Prio…"
81,2020-03-29 13:48:47,1244260216860020739,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
82,2020-03-29 13:47:41,1244259938538487811,"RT @gaye_gallops: SLIMY DEMONIC SOROS!

Soros Bankrolls DEM Coronavirus Attack Ads https://t.co/FcdoNF8dJi 

He gave $3M to Super PAC ‘Prio…"
83,2020-03-29 13:46:02,1244259525437337601,"RT @gaye_gallops: SLIMY DEMONIC SOROS!

Soros Bankrolls DEM Coronavirus Attack Ads https://t.co/FcdoNF8dJi 

He gave $3M to Super PAC ‘Prio…"
84,2020-03-29 13:44:40,1244259180422279173,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
85,2020-03-29 13:43:42,1244258935818932224,"RT @gaye_gallops: SLIMY DEMONIC SOROS!

Soros Bankrolls DEM Coronavirus Attack Ads https://t.co/FcdoNF8dJi 

He gave $3M to Super PAC ‘Prio…"
86,2020-03-29 13:43:23,1244258856735211532,"RT @gaye_gallops: SLIMY DEMONIC SOROS!

Soros Bankrolls DEM Coronavirus Attack Ads https://t.co/FcdoNF8dJi 

He gave $3M to Super PAC ‘Prio…"
87,2020-03-29 13:42:51,1244258723301928961,"RT @gaye_gallops: SLIMY DEMONIC SOROS!

Soros Bankrolls DEM Coronavirus Attack Ads https://t.co/FcdoNF8dJi 

He gave $3M to Super PAC ‘Prio…"
88,2020-03-29 13:21:51,1244253439166754817,March political cartoons from the USA TODAY Network https://t.co/96oqeAKQyo
89,2020-03-29 13:06:51,1244249662132871168,@realDonaldTrump why are the USA suppressing the death toll figures? Worried that @NYGovCuomo will win 2020 election?
90,2020-03-29 13:05:08,1244249230363017218,"RT @ReasonVsFear: @LeeroyLopez51 OMG, you're hilarious.

Go to the bottom of this article, and READ. If Biden doesn't get a majority, it go…"
91,2020-03-29 12:53:36,1244246330882621440,"https://t.co/IaEiOQkeaJ

With a brokered convention looming on the horizon, #MichelleObama will emerge as the presi… https://t.co/XZxV9CLvrz"
92,2020-03-29 12:49:14,1244245232314695681,"RT @gaye_gallops: SLIMY DEMONIC SOROS!

Soros Bankrolls DEM Coronavirus Attack Ads https://t.co/FcdoNF8dJi 

He gave $3M to Super PAC ‘Prio…"
93,2020-03-29 12:49:03,1244245186080899073,@theamgreatness The economic damage and the psychological damage caused by this media-fueled hysteria over Chinese… https://t.co/J8d4A63F9L
94,2020-03-29 12:35:28,1244241764371836928,RT @langdaleca: 2020 is a massively critical election. Democrats must be completely destroyed. They are a clear and present danger to not o…
95,2020-03-29 12:14:30,1244236489355153409,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
96,2020-03-29 11:58:09,1244232374415548416,"so, the 2020 election will be decided on whether the usa population can read a line graph. somehow I'm not very opt… https://t.co/VU4BcdVR7E"
97,2020-03-29 11:43:33,1244228700926705664,RT @Concealcarrygrl: And that the first event the Ukraine hoax had to be rushed. Why? Did they know something else was coming? Something th…
98,2020-03-29 11:33:29,1244226167239921666,RT @PeopleOfColor99: How Donald Trump could steal the 2020 Election. Everything about in-person voting could be dangerous. #2020 #AI #2020E…
99,2020-03-29 11:33:26,1244226152878624768,RT @urbansun501c: How Donald Trump could steal the 2020 Election. Everything about in-person voting could be dangerous. #2020 #AI #2020Elec…
