,Datetime,Tweet Id,Text
0,2020-03-30 03:22:46,1244465060912574466,March political cartoons from the USA TODAY Network https://t.co/zm3HEUujiO via @usatoday
1,2020-03-30 02:39:42,1244454223112069121,"In this upcoming election, we must bring back dignity and grace. We must care about the facts, the planet, each oth… https://t.co/3u3gojzBnM"
2,2020-03-30 02:29:24,1244451631510536192,RT @langdaleca: 2020 is a massively critical election. Democrats must be completely destroyed. They are a clear and present danger to not o…
3,2020-03-30 02:26:24,1244450878666313728,RT @langdaleca: 2020 is a massively critical election. Democrats must be completely destroyed. They are a clear and present danger to not o…
4,2020-03-30 01:24:05,1244435195979345920,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
5,2020-03-30 00:57:42,1244428554550628358,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
6,2020-03-30 00:55:12,1244427926390681601,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
7,2020-03-30 00:53:19,1244427450387439617,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
8,2020-03-30 00:06:29,1244415665966104576,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
9,2020-03-30 00:05:06,1244415317595455489,"be like cyrus!

when does your state vote? https://t.co/x6sRD7I7Jv

how to register: https://t.co/FKwgyZ1jH8

learn… https://t.co/xb7z0HZksh"
10,2020-03-30 00:04:49,1244415246787174400,"be like chaeyoung!

when does your state vote? https://t.co/x6sRD7I7Jv

how to register: https://t.co/FKwgyZ1jH8

l… https://t.co/gHId89O3I4"
11,2020-03-30 00:04:38,1244415201711030272,"be like dina!

when does your state vote? https://t.co/x6sRD7I7Jv

how to register: https://t.co/FKwgyZ1jH8

learn… https://t.co/9FJAGTm1a5"
12,2020-03-29 23:56:57,1244413265213612036,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
13,2020-03-29 23:48:05,1244411035903197184,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
14,2020-03-29 23:47:50,1244410972896464896,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
15,2020-03-29 23:44:53,1244410230915637248,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
16,2020-03-29 23:42:50,1244409712600375299,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
17,2020-03-29 23:38:18,1244408572559015937,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
18,2020-03-29 23:33:51,1244407451996368900,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
19,2020-03-29 23:29:12,1244406281747775491,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
20,2020-03-29 23:27:42,1244405903723499521,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
21,2020-03-29 23:27:30,1244405854146682880,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
22,2020-03-29 23:27:28,1244405845607284741,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
23,2020-03-29 23:27:08,1244405763381940224,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
24,2020-03-29 23:25:44,1244405411467255809,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
25,2020-03-29 23:24:40,1244405141983223809,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
26,2020-03-29 23:23:10,1244404766094118914,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
27,2020-03-29 23:23:08,1244404755897565184,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
28,2020-03-29 23:23:07,1244404750147293184,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
29,2020-03-29 23:22:18,1244404547021197314,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
30,2020-03-29 23:22:16,1244404539173855233,"RT @BrennanCenter: ""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a time of…"
31,2020-03-29 23:22:00,1244404472325050374,"""Congress failed to include sufficient, urgently needed funds in the stimulus to help states run elections in a tim… https://t.co/myqpDjqkKj"
32,2020-03-29 22:42:24,1244394506528538625,"@USA_Polling I don’t know who they are polling, I voted for Bernie in 2016 and again in 2020. I will certainly not… https://t.co/Ua03WLcsIz"
