Tweets,ID,Date,Source,Likes,RTs
RT @WhiteHouse: President @realDonaldTrump is halting funding of the World Health Organization while a review is conducted to assess WHO's…,https://twitter.com/realDonaldTrump/status/1250203509296959488,2020-04-14 23:25:18,Twitter for iPhone,0,4451
