Texto del tweet,Usuario,Fecha,id
h1,christi75367675,Tue Apr 14 00:12:58 +0000 2020,https://twitter.com/opsoms/status/1249853114578087938
h2,christi75367675,Tue Apr 14 00:13:12 +0000 2020,https://twitter.com/opsoms/status/1249853173738680320
